accuracy,both_correct,both_wrong,calibration,feature_group,hyperparameters,inner_loss,lambda_miss,mean_samples,mean_tokens,median_samples,missed_recoveries,model,n16_only_correct,n_questions,outer_fold,policy_id,policy_only_correct,policy_type,premature_stopping_errors,regressions_avoided,sample_reduction_vs_n16_pct,schedule,scope,selected_on,selected_tau,start_prefix,token_reduction_vs_n16_pct,total_samples,total_tokens,unnecessary_continuations
0.78,75,20,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.28133767430949497,2,2.87,1922.15,2.0,2,logistic,2,100,1,safe_logistic_start2_every_sample_lambda2,3,safe_stop,21,3,82.0625,every_sample,outer_fold,inner_oof,0.4,2,79.26239439157355,287,192215,1
0.8,77,20,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.40374132331446966,5,3.47,2396.39,2.0,0,logistic,0,100,1,safe_logistic_start2_every_sample_lambda5,3,safe_stop,19,3,78.3125,every_sample,outer_fold,inner_oof,0.15,2,74.14593517468613,347,239639,1
0.78,77,22,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.4915677363665506,10,5.68,3977.43,3.0,0,logistic,0,100,1,safe_logistic_start2_every_sample_lambda10,1,safe_stop,13,1,64.5,every_sample,outer_fold,inner_oof,0.03,2,57.0884818171716,568,397743,9
0.78,77,22,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.5473221062389005,20,5.82,4065.29,3.0,0,logistic,0,100,1,safe_logistic_start2_every_sample_lambda20,1,safe_stop,13,1,63.625,every_sample,outer_fold,inner_oof,0.02,2,56.14058179440733,582,406529,9
0.78,75,20,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.2980709872589161,2,3.14,2138.84,2.0,2,logistic,2,100,1,safe_logistic_start2_checkpoint_lambda2,3,safe_stop,20,3,80.375,checkpoint,outer_fold,inner_oof,0.5,2,76.92457904974803,314,213884,3
0.79,77,21,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.41968902292165233,5,4.08,2912.8,2.0,0,logistic,0,100,1,safe_logistic_start2_checkpoint_lambda5,2,safe_stop,14,2,74.5,checkpoint,outer_fold,inner_oof,0.15,2,68.57451415538613,408,291280,8
0.78,77,22,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.5214706081637,10,4.98,3633.43,2.0,0,logistic,0,100,1,safe_logistic_start2_checkpoint_lambda10,1,safe_stop,13,1,68.875,checkpoint,outer_fold,inner_oof,0.075,2,60.79981357031193,498,363343,12
0.77,77,23,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.5863966709313455,20,7.36,5048.71,4.0,0,logistic,0,100,1,safe_logistic_start2_checkpoint_lambda20,0,safe_stop,9,0,54.0,checkpoint,outer_fold,inner_oof,0.03,2,45.53070425756643,736,504871,21
0.78,75,20,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.36561362692999494,2,4.4,2694.93,4.0,2,logistic,2,100,1,safe_logistic_start4_every_sample_lambda2,3,safe_stop,21,3,72.5,every_sample,outer_fold,inner_oof,0.4,4,70.92506022822532,440,269493,1
0.79,77,21,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.4619478123450211,5,5.42,3513.71,4.0,0,logistic,0,100,1,safe_logistic_start4_every_sample_lambda5,2,safe_stop,20,2,66.125,every_sample,outer_fold,inner_oof,0.075,4,62.09144333044554,542,351371,2
0.78,77,22,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.502474552849278,10,5.98,3978.81,4.0,0,logistic,0,100,1,safe_logistic_start4_every_sample_lambda10,1,safe_stop,19,1,62.625,every_sample,outer_fold,inner_oof,0.05,4,57.07359333513865,598,397881,5
0.77,77,23,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.5570961351988599,20,6.38,4305.42,4.0,0,logistic,0,100,1,safe_logistic_start4_every_sample_lambda20,0,safe_stop,14,0,60.12500000000001,every_sample,outer_fold,inner_oof,0.03,4,53.54987803312363,638,430542,9
0.78,75,20,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.3774324213525466,2,4.68,2930.72,4.0,2,logistic,2,100,1,safe_logistic_start4_checkpoint_lambda2,3,safe_stop,20,3,70.75,checkpoint,outer_fold,inner_oof,0.4,4,68.38117966405974,468,293072,3
0.78,75,20,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.47493242135254665,5,4.68,2930.72,4.0,2,logistic,2,100,1,safe_logistic_start4_checkpoint_lambda5,3,safe_stop,20,3,70.75,checkpoint,outer_fold,inner_oof,0.4,4,68.38117966405974,468,293072,3
0.78,77,22,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.5049796388631242,10,6.4,4308.78,4.0,0,logistic,0,100,1,safe_logistic_start4_checkpoint_lambda10,1,safe_stop,13,1,60.0,checkpoint,outer_fold,inner_oof,0.075,4,53.51362781599994,640,430878,12
0.78,77,22,uncalibrated,G_original_plus_trajectory,C=1.0;class_weight=None,0.5299796388631243,20,6.4,4308.78,4.0,0,logistic,0,100,1,safe_logistic_start4_checkpoint_lambda20,1,safe_stop,13,1,60.0,checkpoint,outer_fold,inner_oof,0.075,4,53.51362781599994,640,430878,12
0.8,76,19,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.33149872145042353,2,3.58,2515.36,2.0,1,histgb,1,100,1,safe_histgb_start2_every_sample_lambda2,4,safe_stop,19,4,77.625,every_sample,outer_fold,inner_oof,0.7,2,72.86239698087478,358,251536,1
0.78,77,22,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.4336347860571763,5,3.9,2767.91,2.0,0,histgb,0,100,1,safe_histgb_start2_every_sample_lambda5,1,safe_stop,21,1,75.625,every_sample,outer_fold,inner_oof,0.5,2,70.13769688129456,390,276791,1
0.77,77,23,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.5365838271307594,10,6.71,4598.12,4.0,0,histgb,0,100,1,safe_histgb_start2_every_sample_lambda10,0,safe_stop,14,0,58.06249999999999,every_sample,outer_fold,inner_oof,0.075,2,50.39200941642545,671,459812,9
0.77,77,23,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.5796975949830524,20,7.97,5345.55,5.0,0,histgb,0,100,1,safe_histgb_start2_every_sample_lambda20,0,safe_stop,12,0,50.18750000000001,every_sample,outer_fold,inner_oof,0.02,2,42.3281701947694,797,534555,14
0.79,77,21,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.36750839697612064,2,4.3,3134.33,2.0,0,histgb,0,100,1,safe_histgb_start2_checkpoint_lambda2,2,safe_stop,14,2,73.125,checkpoint,outer_fold,inner_oof,0.7,2,66.18448123889434,430,313433,8
0.79,77,21,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.45750839697612067,5,4.3,3134.33,2.0,0,histgb,0,100,1,safe_histgb_start2_checkpoint_lambda5,2,safe_stop,14,2,73.125,checkpoint,outer_fold,inner_oof,0.7,2,66.18448123889434,430,313433,8
0.77,77,23,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.5582405808390086,10,8.0,5449.42,4.0,0,histgb,0,100,1,safe_histgb_start2_checkpoint_lambda10,0,safe_stop,7,0,50.0,checkpoint,outer_fold,inner_oof,0.075,2,41.20754220291275,800,544942,27
0.77,77,23,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.5832405808390086,20,8.0,5449.42,4.0,0,histgb,0,100,1,safe_histgb_start2_checkpoint_lambda20,0,safe_stop,7,0,50.0,checkpoint,outer_fold,inner_oof,0.075,2,41.20754220291275,800,544942,27
0.8,76,19,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.40427737038422534,2,5.0,3213.55,4.0,1,histgb,1,100,1,safe_histgb_start4_every_sample_lambda2,4,safe_stop,19,4,68.75,every_sample,outer_fold,inner_oof,0.7,4,65.32979606016241,500,321355,1
0.78,77,22,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.47763536796662504,5,5.35,3479.54,4.0,0,histgb,0,100,1,safe_histgb_start4_every_sample_lambda5,1,safe_stop,21,1,66.5625,every_sample,outer_fold,inner_oof,0.5,4,62.46009509208742,535,347954,1
0.77,77,23,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.5301753215732964,10,6.87,4652.5,4.0,0,histgb,0,100,1,safe_histgb_start4_every_sample_lambda10,0,safe_stop,14,0,57.06249999999999,every_sample,outer_fold,inner_oof,0.075,4,49.80531691428658,687,465250,9
0.77,77,23,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.5796975949830524,20,7.97,5345.55,5.0,0,histgb,0,100,1,safe_histgb_start4_every_sample_lambda20,0,safe_stop,12,0,50.18750000000001,every_sample,outer_fold,inner_oof,0.02,4,42.3281701947694,797,534555,14
0.79,77,21,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.4390614859644238,2,5.68,3781.84,4.0,0,histgb,0,100,1,safe_histgb_start4_checkpoint_lambda2,2,safe_stop,14,2,64.5,checkpoint,outer_fold,inner_oof,0.7,4,59.198654426464394,568,378184,8
0.79,77,21,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.4990614859644238,5,5.68,3781.84,4.0,0,histgb,0,100,1,safe_histgb_start4_checkpoint_lambda5,2,safe_stop,14,2,64.5,checkpoint,outer_fold,inner_oof,0.7,4,59.198654426464394,568,378184,8
0.77,77,23,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.5582405808390086,10,8.0,5449.42,4.0,0,histgb,0,100,1,safe_histgb_start4_checkpoint_lambda10,0,safe_stop,7,0,50.0,checkpoint,outer_fold,inner_oof,0.075,4,41.20754220291275,800,544942,27
0.77,77,23,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.5832405808390086,20,8.0,5449.42,4.0,0,histgb,0,100,1,safe_histgb_start4_checkpoint_lambda20,0,safe_stop,7,0,50.0,checkpoint,outer_fold,inner_oof,0.075,4,41.20754220291275,800,544942,27
0.86,85,13,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.3124879213522484,2,3.2,1929.65,2.0,1,logistic,1,100,2,safe_logistic_start2_every_sample_lambda2,1,safe_stop,13,1,80.0,every_sample,outer_fold,inner_oof,0.7,2,77.79752967098716,320,192965,1
0.85,85,14,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.40755444144131525,5,3.82,2440.59,2.0,1,logistic,1,100,2,safe_logistic_start2_every_sample_lambda5,0,safe_stop,13,0,76.125,every_sample,outer_fold,inner_oof,0.5,2,71.91867589444435,382,244059,2
0.85,85,14,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.5075544414413153,10,3.82,2440.59,2.0,1,logistic,1,100,2,safe_logistic_start2_every_sample_lambda10,0,safe_stop,13,0,76.125,every_sample,outer_fold,inner_oof,0.5,2,71.91867589444435,382,244059,2
0.86,86,14,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.5611589900149845,20,6.56,4070.14,4.0,0,logistic,0,100,2,safe_logistic_start2_every_sample_lambda20,0,safe_stop,5,0,59.00000000000001,every_sample,outer_fold,inner_oof,0.075,2,53.16914332395598,656,407014,9
0.85,85,14,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.3407543378100186,2,3.78,2313.85,2.0,1,logistic,1,100,2,safe_logistic_start2_checkpoint_lambda2,0,safe_stop,8,0,76.375,checkpoint,outer_fold,inner_oof,0.7,2,73.37694091115675,378,231385,9
0.85,85,14,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.42325433781001864,5,3.78,2313.85,2.0,1,logistic,1,100,2,safe_logistic_start2_checkpoint_lambda5,0,safe_stop,8,0,76.375,checkpoint,outer_fold,inner_oof,0.7,2,73.37694091115675,378,231385,9
0.85,85,14,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.5098566667133475,10,4.6,3020.64,2.0,1,logistic,1,100,2,safe_logistic_start2_checkpoint_lambda10,0,safe_stop,5,0,71.25,checkpoint,outer_fold,inner_oof,0.5,2,65.2446454151637,460,302064,15
0.86,86,14,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.6101279986555941,20,6.92,4302.36,4.0,0,logistic,0,100,2,safe_logistic_start2_checkpoint_lambda20,0,safe_stop,2,0,56.75,checkpoint,outer_fold,inner_oof,0.2,2,50.49722994080186,692,430236,20
0.86,85,13,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.3881722380158808,2,4.95,2890.96,4.0,1,logistic,1,100,2,safe_logistic_start4_every_sample_lambda2,1,safe_stop,13,1,69.0625,every_sample,outer_fold,inner_oof,0.7,4,66.73673794607157,495,289096,1
0.86,85,13,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.4556722380158808,5,4.95,2890.96,4.0,1,logistic,1,100,2,safe_logistic_start4_every_sample_lambda5,1,safe_stop,13,1,69.0625,every_sample,outer_fold,inner_oof,0.7,4,66.73673794607157,495,289096,1
0.86,86,14,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.5122478188412901,10,5.38,3191.07,4.0,0,logistic,0,100,2,safe_logistic_start4_every_sample_lambda10,0,safe_stop,12,0,66.375,every_sample,outer_fold,inner_oof,0.5,4,63.28368512797501,538,319107,2
0.86,86,14,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.5611589900149845,20,6.56,4070.14,4.0,0,logistic,0,100,2,safe_logistic_start4_every_sample_lambda20,0,safe_stop,5,0,59.00000000000001,every_sample,outer_fold,inner_oof,0.075,4,53.16914332395598,656,407014,9
0.86,86,14,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.43370446874956237,2,5.76,3480.71,4.0,0,logistic,0,100,2,safe_logistic_start4_checkpoint_lambda2,0,safe_stop,5,0,64.0,checkpoint,outer_fold,inner_oof,0.7,4,59.95109968186028,576,348071,11
0.86,86,14,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.47120446874956234,5,5.76,3480.71,4.0,0,logistic,0,100,2,safe_logistic_start4_checkpoint_lambda5,0,safe_stop,5,0,64.0,checkpoint,outer_fold,inner_oof,0.7,4,59.95109968186028,576,348071,11
0.86,86,14,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.5337044687495623,10,5.76,3480.71,4.0,0,logistic,0,100,2,safe_logistic_start4_checkpoint_lambda10,0,safe_stop,5,0,64.0,checkpoint,outer_fold,inner_oof,0.7,4,59.95109968186028,576,348071,11
0.86,86,14,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=balanced,0.5665322727463694,20,6.64,4084.29,4.0,0,logistic,0,100,2,safe_logistic_start4_checkpoint_lambda20,0,safe_stop,3,0,58.5,checkpoint,outer_fold,inner_oof,0.4,4,53.00633402944375,664,408429,17
