accuracy,both_correct,both_wrong,calibration,feature_group,hyperparameters,inner_loss,lambda_miss,margin_rule,mean_samples,mean_tokens,median_samples,missed_recoveries,model,n16_only_correct,n_questions,outer_fold,pareto_efficient_samples,pareto_efficient_tokens,policy_id,policy_only_correct,policy_type,premature_stopping_errors,regressions_avoided,sample_reduction_vs_n16_pct,schedule,scope,selected_on,selected_tau,start_prefix,token_reduction_vs_n16_pct,total_samples,total_tokens,unnecessary_continuations
0.75,75,23,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=None,0.4720557498696492,5,margin_min2_0.50,6.68,4022.74,4.0,2,logistic,2,100,4,,,hybrid_logistic_start4_checkpoint_lambda5,0,hybrid_margin_risk,13,0,58.25,checkpoint,outer_fold,inner_oof,0.4,4,53.467276346823645,668,402274,20
0.75,75,23,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=None,0.4970557498696492,10,margin_min2_0.50,6.68,4022.74,4.0,2,logistic,2,100,4,,,hybrid_logistic_start4_checkpoint_lambda10,0,hybrid_margin_risk,13,0,58.25,checkpoint,outer_fold,inner_oof,0.4,4,53.467276346823645,668,402274,20
0.75,75,23,uncalibrated,G_original_plus_trajectory,C=0.1;class_weight=None,0.49868026790729314,20,margin_min2_0.50,7.08,4377.06,4.0,2,logistic,2,100,4,,,hybrid_logistic_start4_checkpoint_lambda20,0,hybrid_margin_risk,11,0,55.75,checkpoint,outer_fold,inner_oof,0.1,4,49.36870804641311,708,437706,23
0.75,74,22,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.32773348460741464,2,margin_min2_0.50,4.19,2519.18,2.0,3,histgb,3,100,4,,,hybrid_histgb_start2_every_sample_lambda2,1,hybrid_margin_risk,18,1,73.81249999999999,every_sample,outer_fold,inner_oof,0.4,2,70.85958655726972,419,251918,13
0.75,74,22,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.38773348460741464,5,margin_min2_0.50,4.19,2519.18,2.0,3,histgb,3,100,4,,,hybrid_histgb_start2_every_sample_lambda5,1,hybrid_margin_risk,18,1,73.81249999999999,every_sample,outer_fold,inner_oof,0.4,2,70.85958655726972,419,251918,13
0.75,75,23,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.4698292124572863,10,margin_min2_0.50,5.91,3785.99,3.0,2,histgb,2,100,4,,,hybrid_histgb_start2_every_sample_lambda10,0,hybrid_margin_risk,12,0,63.0625,every_sample,outer_fold,inner_oof,0.03,2,56.20586306256702,591,378599,19
0.75,75,23,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.5083593475522019,20,margin_min2_0.50,6.47,4155.0,3.0,2,histgb,2,100,4,,,hybrid_histgb_start2_every_sample_lambda20,0,hybrid_margin_risk,10,0,59.56250000000001,every_sample,outer_fold,inner_oof,0.02,2,51.937369360448905,647,415500,21
0.75,74,22,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.34477951131310824,2,margin_min2_0.50,4.38,2670.17,2.0,3,histgb,3,100,4,,,hybrid_histgb_start2_checkpoint_lambda2,1,hybrid_margin_risk,17,1,72.625,checkpoint,outer_fold,inner_oof,0.4,2,69.11302179186278,438,267017,15
0.75,74,22,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.4047795113131083,5,margin_min2_0.50,4.38,2670.17,2.0,3,histgb,3,100,4,,,hybrid_histgb_start2_checkpoint_lambda5,1,hybrid_margin_risk,17,1,72.625,checkpoint,outer_fold,inner_oof,0.4,2,69.11302179186278,438,267017,15
0.75,74,22,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.5047795113131083,10,margin_min2_0.50,4.38,2670.17,2.0,3,histgb,3,100,4,,,hybrid_histgb_start2_checkpoint_lambda10,1,hybrid_margin_risk,17,1,72.625,checkpoint,outer_fold,inner_oof,0.4,2,69.11302179186278,438,267017,15
0.76,76,23,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.5497299556247777,20,margin_min2_0.50,7.76,4879.23,4.0,1,histgb,1,100,4,,,hybrid_histgb_start2_checkpoint_lambda20,0,hybrid_margin_risk,8,0,51.5,checkpoint,outer_fold,inner_oof,0.01,2,43.5598966798034,776,487923,26
0.75,75,23,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.43075733265304755,2,margin_min2_0.50,6.36,3768.73,4.0,2,histgb,2,100,4,,,hybrid_histgb_start4_every_sample_lambda2,0,hybrid_margin_risk,14,0,60.25,every_sample,outer_fold,inner_oof,0.7,4,56.40551673400833,636,376873,17
0.75,75,23,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.44575733265304757,5,margin_min2_0.50,6.36,3768.73,4.0,2,histgb,2,100,4,,,hybrid_histgb_start4_every_sample_lambda5,0,hybrid_margin_risk,14,0,60.25,every_sample,outer_fold,inner_oof,0.7,4,56.40551673400833,636,376873,17
0.75,75,23,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.47075733265304753,10,margin_min2_0.50,6.36,3768.73,4.0,2,histgb,2,100,4,,,hybrid_histgb_start4_every_sample_lambda10,0,hybrid_margin_risk,14,0,60.25,every_sample,outer_fold,inner_oof,0.7,4,56.40551673400833,636,376873,17
0.75,75,23,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.5012473957808853,20,margin_min2_0.50,6.41,3816.88,4.0,2,histgb,2,100,4,,,hybrid_histgb_start4_every_sample_lambda20,0,hybrid_margin_risk,14,0,59.9375,every_sample,outer_fold,inner_oof,0.15,4,55.84854545475577,641,381688,17
0.75,75,23,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.4570557498696492,2,margin_min2_0.50,6.68,4022.74,4.0,2,histgb,2,100,4,,,hybrid_histgb_start4_checkpoint_lambda2,0,hybrid_margin_risk,13,0,58.25,checkpoint,outer_fold,inner_oof,0.7,4,53.467276346823645,668,402274,20
0.75,75,23,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.4720557498696492,5,margin_min2_0.50,6.68,4022.74,4.0,2,histgb,2,100,4,,,hybrid_histgb_start4_checkpoint_lambda5,0,hybrid_margin_risk,13,0,58.25,checkpoint,outer_fold,inner_oof,0.7,4,53.467276346823645,668,402274,20
0.75,75,23,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.4970557498696492,10,margin_min2_0.50,6.68,4022.74,4.0,2,histgb,2,100,4,,,hybrid_histgb_start4_checkpoint_lambda10,0,hybrid_margin_risk,13,0,58.25,checkpoint,outer_fold,inner_oof,0.7,4,53.467276346823645,668,402274,20
0.75,75,23,uncalibrated,G_original_plus_trajectory,class_weight=None;l2_regularization=1.0;learning_rate=0.05;max_leaf_nodes=7,0.5334770548995124,20,margin_min2_0.50,6.96,4293.07,4.0,2,histgb,2,100,4,,,hybrid_histgb_start4_checkpoint_lambda20,0,hybrid_margin_risk,11,0,56.49999999999999,checkpoint,outer_fold,inner_oof,0.15,4,50.340255663119706,696,429307,22
0.76,72,19,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.31918212854054373,2,margin_min2_0.50,4.12,2457.86,2.0,5,logistic,5,100,5,,,hybrid_logistic_start2_every_sample_lambda2,4,hybrid_margin_risk,17,4,74.25,every_sample,outer_fold,inner_oof,0.3,2,71.4600888758838,412,245786,13
0.76,72,19,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.3641821285405437,5,margin_min2_0.50,4.12,2457.86,2.0,5,logistic,5,100,5,,,hybrid_logistic_start2_every_sample_lambda5,4,hybrid_margin_risk,17,4,74.25,every_sample,outer_fold,inner_oof,0.3,2,71.4600888758838,412,245786,13
0.76,72,19,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.4296002195478031,10,margin_min2_0.50,4.12,2457.86,2.0,5,logistic,5,100,5,,,hybrid_logistic_start2_every_sample_lambda10,4,hybrid_margin_risk,17,4,74.25,every_sample,outer_fold,inner_oof,0.15,2,71.4600888758838,412,245786,13
0.77,77,23,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.5058209791116586,20,margin_min2_0.50,7.61,4585.21,4.0,0,logistic,0,100,5,,,hybrid_logistic_start2_every_sample_lambda20,0,hybrid_margin_risk,9,0,52.4375,every_sample,outer_fold,inner_oof,0.02,2,46.757957782213445,761,458521,23
0.76,72,19,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.34017610774386686,2,margin_min2_0.50,4.14,2467.02,2.0,5,logistic,5,100,5,,,hybrid_logistic_start2_checkpoint_lambda2,4,hybrid_margin_risk,16,4,74.125,checkpoint,outer_fold,inner_oof,0.3,2,71.35372578526965,414,246702,14
0.76,72,19,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.38517610774386685,5,margin_min2_0.50,4.14,2467.02,2.0,5,logistic,5,100,5,,,hybrid_logistic_start2_checkpoint_lambda5,4,hybrid_margin_risk,16,4,74.125,checkpoint,outer_fold,inner_oof,0.3,2,71.35372578526965,414,246702,14
0.76,72,19,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.4599177142882694,10,margin_min2_0.50,4.14,2467.02,2.0,5,logistic,5,100,5,,,hybrid_logistic_start2_checkpoint_lambda10,4,hybrid_margin_risk,16,4,74.125,checkpoint,outer_fold,inner_oof,0.15,2,71.35372578526965,414,246702,14
0.75,74,22,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.5475390859925372,20,margin_min2_0.50,5.32,3328.02,2.0,3,logistic,3,100,5,,,hybrid_logistic_start2_checkpoint_lambda20,1,hybrid_margin_risk,12,1,66.75,checkpoint,outer_fold,inner_oof,0.05,2,61.35605973518376,532,332802,20
0.77,75,21,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.4306450390468674,2,margin_min2_0.50,6.38,3758.88,4.0,2,logistic,2,100,5,,,hybrid_logistic_start4_every_sample_lambda2,2,hybrid_margin_risk,14,2,60.12500000000001,every_sample,outer_fold,inner_oof,0.3,4,56.353046501339406,638,375888,17
0.77,75,21,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.4456450390468674,5,margin_min2_0.50,6.38,3758.88,4.0,2,logistic,2,100,5,,,hybrid_logistic_start4_every_sample_lambda5,2,hybrid_margin_risk,14,2,60.12500000000001,every_sample,outer_fold,inner_oof,0.3,4,56.353046501339406,638,375888,17
0.77,75,21,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.4706450390468674,10,margin_min2_0.50,6.38,3758.88,4.0,2,logistic,2,100,5,,,hybrid_logistic_start4_every_sample_lambda10,2,hybrid_margin_risk,14,2,60.12500000000001,every_sample,outer_fold,inner_oof,0.3,4,56.353046501339406,638,375888,17
0.77,77,23,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.5165781507457248,20,margin_min2_0.50,7.61,4585.21,4.0,0,logistic,0,100,5,,,hybrid_logistic_start4_every_sample_lambda20,0,hybrid_margin_risk,9,0,52.4375,every_sample,outer_fold,inner_oof,0.02,4,46.757957782213445,761,458521,23
0.77,75,21,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.45692174752896936,2,margin_min2_0.50,6.76,4012.8,4.0,2,logistic,2,100,5,,,hybrid_logistic_start4_checkpoint_lambda2,2,hybrid_margin_risk,10,2,57.75,checkpoint,outer_fold,inner_oof,0.3,4,53.40460589339771,676,401280,22
0.77,75,21,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.47192174752896937,5,margin_min2_0.50,6.76,4012.8,4.0,2,logistic,2,100,5,,,hybrid_logistic_start4_checkpoint_lambda5,2,hybrid_margin_risk,10,2,57.75,checkpoint,outer_fold,inner_oof,0.3,4,53.40460589339771,676,401280,22
0.77,75,21,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.49692174752896934,10,margin_min2_0.50,6.76,4012.8,4.0,2,logistic,2,100,5,,,hybrid_logistic_start4_checkpoint_lambda10,2,hybrid_margin_risk,10,2,57.75,checkpoint,outer_fold,inner_oof,0.3,4,53.40460589339771,676,401280,22
0.77,75,21,sigmoid,G_original_plus_trajectory,C=0.1;class_weight=None,0.5469217475289694,20,margin_min2_0.50,6.76,4012.8,4.0,2,logistic,2,100,5,,,hybrid_logistic_start4_checkpoint_lambda20,2,hybrid_margin_risk,10,2,57.75,checkpoint,outer_fold,inner_oof,0.3,4,53.40460589339771,676,401280,22
0.75,72,20,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.3447120167768505,2,margin_min2_0.50,4.29,2616.08,2.0,5,histgb,5,100,5,,,hybrid_histgb_start2_every_sample_lambda2,3,hybrid_margin_risk,17,3,73.1875,every_sample,outer_fold,inner_oof,0.7,2,69.62288710765547,429,261608,14
0.75,72,20,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.38221201677685046,5,margin_min2_0.50,4.29,2616.08,2.0,5,histgb,5,100,5,,,hybrid_histgb_start2_every_sample_lambda5,3,hybrid_margin_risk,17,3,73.1875,every_sample,outer_fold,inner_oof,0.7,2,69.62288710765547,429,261608,14
0.75,72,20,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.44471201677685046,10,margin_min2_0.50,4.29,2616.08,2.0,5,histgb,5,100,5,,,hybrid_histgb_start2_every_sample_lambda10,3,hybrid_margin_risk,17,3,73.1875,every_sample,outer_fold,inner_oof,0.7,2,69.62288710765547,429,261608,14
0.76,76,23,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.5365686824672523,20,margin_min2_0.50,6.88,4300.69,3.0,1,histgb,1,100,5,,,hybrid_histgb_start2_every_sample_lambda20,0,hybrid_margin_risk,9,0,57.00000000000001,every_sample,outer_fold,inner_oof,0.075,2,50.06171613827666,688,430069,23
0.75,72,20,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.38122469443283113,2,margin_min2_0.50,4.32,2635.48,2.0,5,histgb,5,100,5,,,hybrid_histgb_start2_checkpoint_lambda2,3,hybrid_margin_risk,16,3,73.0,checkpoint,outer_fold,inner_oof,0.7,2,69.39762030002288,432,263548,15
0.75,72,20,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.4187246944328311,5,margin_min2_0.50,4.32,2635.48,2.0,5,histgb,5,100,5,,,hybrid_histgb_start2_checkpoint_lambda5,3,hybrid_margin_risk,16,3,73.0,checkpoint,outer_fold,inner_oof,0.7,2,69.39762030002288,432,263548,15
0.75,72,20,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.4812246944328311,10,margin_min2_0.50,4.32,2635.48,2.0,5,histgb,5,100,5,,,hybrid_histgb_start2_checkpoint_lambda10,3,hybrid_margin_risk,16,3,73.0,checkpoint,outer_fold,inner_oof,0.7,2,69.39762030002288,432,263548,15
0.75,72,20,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.6062246944328311,20,margin_min2_0.50,4.32,2635.48,2.0,5,histgb,5,100,5,,,hybrid_histgb_start2_checkpoint_lambda20,3,hybrid_margin_risk,16,3,73.0,checkpoint,outer_fold,inner_oof,0.7,2,69.39762030002288,432,263548,15
0.77,75,21,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.4372286784876689,2,margin_min2_0.50,6.49,3846.64,4.0,2,histgb,2,100,5,,,hybrid_histgb_start4_every_sample_lambda2,2,hybrid_margin_risk,13,2,59.4375,every_sample,outer_fold,inner_oof,0.7,4,55.33400448907979,649,384664,18
0.77,75,21,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.4522286784876689,5,margin_min2_0.50,6.49,3846.64,4.0,2,histgb,2,100,5,,,hybrid_histgb_start4_every_sample_lambda5,2,hybrid_margin_risk,13,2,59.4375,every_sample,outer_fold,inner_oof,0.7,4,55.33400448907979,649,384664,18
0.77,75,21,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.47722867848766887,10,margin_min2_0.50,6.49,3846.64,4.0,2,histgb,2,100,5,,,hybrid_histgb_start4_every_sample_lambda10,2,hybrid_margin_risk,13,2,59.4375,every_sample,outer_fold,inner_oof,0.7,4,55.33400448907979,649,384664,18
0.77,75,21,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.5272286784876689,20,margin_min2_0.50,6.49,3846.64,4.0,2,histgb,2,100,5,,,hybrid_histgb_start4_every_sample_lambda20,2,hybrid_margin_risk,13,2,59.4375,every_sample,outer_fold,inner_oof,0.7,4,55.33400448907979,649,384664,18
0.77,75,21,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.4717633019810724,2,margin_min2_0.50,6.76,4012.8,4.0,2,histgb,2,100,5,,,hybrid_histgb_start4_checkpoint_lambda2,2,hybrid_margin_risk,10,2,57.75,checkpoint,outer_fold,inner_oof,0.7,4,53.40460589339771,676,401280,22
0.77,75,21,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.4867633019810724,5,margin_min2_0.50,6.76,4012.8,4.0,2,histgb,2,100,5,,,hybrid_histgb_start4_checkpoint_lambda5,2,hybrid_margin_risk,10,2,57.75,checkpoint,outer_fold,inner_oof,0.7,4,53.40460589339771,676,401280,22
0.77,75,21,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.5117633019810724,10,margin_min2_0.50,6.76,4012.8,4.0,2,histgb,2,100,5,,,hybrid_histgb_start4_checkpoint_lambda10,2,hybrid_margin_risk,10,2,57.75,checkpoint,outer_fold,inner_oof,0.7,4,53.40460589339771,676,401280,22
0.77,75,21,uncalibrated,G_original_plus_trajectory,class_weight=balanced;l2_regularization=1.0;learning_rate=0.1;max_leaf_nodes=7,0.5617633019810724,20,margin_min2_0.50,6.76,4012.8,4.0,2,histgb,2,100,5,,,hybrid_histgb_start4_checkpoint_lambda20,2,hybrid_margin_risk,10,2,57.75,checkpoint,outer_fold,inner_oof,0.7,4,53.40460589339771,676,401280,22
